Manager;CIK;Report Date;Value ($000);Shares;Option Type;CUSIP
STRS OHIO;0000820478;9/30/2025;1842343;9,874,282;;67066G104
COATUE MANAGEMENT LLC;0001135730;9/30/2025;1841683;9,870,743;;67066G104
CITADEL ADVISORS LLC;0001423053;9/30/2025;1832180;9,819,812;;67066G104
Polar Capital Holdings Plc;0001837309;9/30/2025;1804707;9,672,569;;67066G104
DNB ASSET MANAGEMENT AS;0001456670;9/30/2025;1794391;9,617,279;;67066G104
KLP KAPITALFORVALTNING AS;0001717443;9/30/2025;1770922;9,491,060;;67066G104
ING GROEP NV;0001039765;9/30/2025;1746524;9,360,729;;67066G104
Cetera Investment Advisers;0001666741;9/30/2025;1737545;9,312,600;;67066G104
CIBC WORLD MARKET INC.;0001421224;9/30/2025;1715177;9,192,716;call;67066G104
OSAIC HOLDINGS, INC.;0001677044;9/30/2025;1651171;9,178,667;;67066G104
NATIXIS;0001274981;9/30/2025;1692709;9,072,300;put;67066G104
Daiwa Securities Group Inc.;0001481045;9/30/2025;1680385;9,006,249;;67066G104
Lansforsakringar Fondforvaltning AB (publ);0002059323;9/30/2025;1673188;8,967,674;;67066G104
JACOBS LEVY EQUITY MANAGEMENT, INC;0000884414;9/30/2025;1667907;8,939,370;;67066G104
Retirement Systems of Alabama;0001593051;9/30/2025;1659497;8,894,297;;67066G104
Allspring Global Investments Holdings, LLC;0001890906;9/30/2025;1633586;8,724,558;;67066G104
ADAPT Investment Managers SA;0002029917;9/30/2025;1600856;8,580,000;put;67066G104
Swiss Life Asset Management Ltd;0001637689;9/30/2025;1587494;8,508,387;;67066G104
State of New Jersey Common Pension Fund D;0001483066;9/30/2025;1587093;8,506,237;;67066G104
State of Tennessee, Department of Treasury;0001587973;9/30/2025;1585978;8,500,258;;67066G104
Rafferty Asset Management, LLC;0001389426;9/30/2025;1584246;8,490,978;;67066G104
Corient Private Wealth LLC;0001948780;9/30/2025;1572759;8,472,030;;67066G104
Rockefeller Capital Management L.P.;0001739439;9/30/2025;1568304;8,405,527;;67066G104
Eisler Capital Management Ltd.;0002055810;9/30/2025;1553194;8,366,700;put;67066G104
STATE OF MICHIGAN RETIREMENT SYSTEM;0000762152;9/30/2025;1559614;8,358,960;;67066G104
Resona Asset Management Co.,Ltd.;0001944142;9/30/2025;1549750;8,342,534;;67066G104
Fayez Sarofim & Co;0000937729;9/30/2025;1558162;8,243,611;;67066G104
TWO SIGMA ADVISERS, LP;0001478735;9/30/2025;1533202;8,217,400;;67066G104
MILLENNIUM MANAGEMENT LLC;0001273087;9/30/2025;1529284;8,196,400;call;67066G104
BARCLAYS PLC;0000312069;9/30/2025;1509842;8,092,200;put;67066G104
LAZARD ASSET MANAGEMENT LLC;0001207017;9/30/2025;1505541;8,069,148;;67066G104
US BANCORP DE;0000036104;9/30/2025;1501790;8,049,034;;67066G104
AMF Tjanstepension AB;0001553562;9/30/2025;1487722;7,973,644;;67066G104
FIRST TRUST ADVISORS LP;0001125816;9/30/2025;1484592;7,956,869;;67066G104
SUSQUEHANNA INTERNATIONAL GROUP, LLP;0001446194;9/30/2025;1476270;7,912,263;;67066G104
Cardano Risk Management B.V.;0001619124;9/30/2025;1462865;7,840,421;;67066G104
FEDERATED HERMES, INC.;0001056288;9/30/2025;1441597;7,726,433;;67066G104
1832 Asset Management L.P.;0000944388;9/30/2025;1439742;7,716,487;;67066G104
Altimeter Capital Management, LP;0001541617;9/30/2025;1426385;7,644,898;;67066G104
UniSuper Management Pty Ltd;0001989400;9/30/2025;1416662;7,592,790;;67066G104
HighTower Advisors, LLC;0001462245;9/30/2025;1409125;7,552,277;;67066G104
AXIOM INVESTORS LLC /DE;0001109147;9/30/2025;1406688;7,539,332;;67066G104
NOMURA HOLDINGS INC;0001163653;9/30/2025;1396924;7,487,000;call;67066G104
Calamos Advisors LLC;0001316507;9/30/2025;1394849;7,475,880;;67066G104
WEALTH ENHANCEMENT ADVISORY SERVICES, LLC;0001632972;9/30/2025;1369986;7,444,134;;67066G104
LORD, ABBETT & CO. LLC;0000728100;9/30/2025;1373469;7,361,289;;67066G104
BANK OF MONTREAL /CAN/;0000927971;9/30/2025;1367985;7,331,900;put;67066G104
FIL Ltd;0000318989;9/30/2025;1357716;7,276,861;;67066G104
Point72 Asset Management, L.P.;0001603466;9/30/2025;1351256;7,242,239;;67066G104
CI INVESTMENTS INC.;0001163648;9/30/2025;1350377;7,237,521;;67066G104
Alecta Tjanstepension Omsesidigt;0001484429;9/30/2025;1338378;7,173,600;;67066G104
ARIZONA STATE RETIREMENT SYSTEM;0001558481;9/30/2025;1329501;7,125,637;;67066G104
Hudson Bay Capital Management LP;0001393825;9/30/2025;1324736;7,100,100;put;67066G104
MetLife Investment Management, LLC;0001529735;9/30/2025;1315450;7,050,328;;67066G104
Candriam S.C.A.;0001537014;9/30/2025;1286640;6,895,919;;67066G104
KING LUTHER CAPITAL MANAGEMENT CORP;0000310051;9/30/2025;1283456;6,878,856;;67066G104
TEACHER RETIREMENT SYSTEM OF TEXAS;0000796848;9/30/2025;1282499;6,873,722;;67066G104
FORSTA AP-FONDEN;0001603328;9/30/2025;1278837;6,854,100;;67066G104
CITIGROUP INC;0000831001;9/30/2025;1277867;6,848,900;call;67066G104
PUBLIC SECTOR PENSION INVESTMENT BOARD;0001396318;9/30/2025;1270068;6,807,098;;67066G104
NOMURA HOLDINGS INC;0001163653;9/30/2025;1251227;6,706,118;;67066G104
CAPSTONE INVESTMENT ADVISORS, LLC;0001426196;9/30/2025;1250359;6,701,468;;67066G104
Temasek Holdings (Private) Ltd;0001021944;9/30/2025;1223768;6,558,947;;67066G104
Walleye Trading LLC;0001388391;9/30/2025;1219020;6,533,500;call;67066G104
WORLDQUANT MILLENNIUM ADVISORS LLC;0001745981;9/30/2025;1214885;6,511,336;;67066G104
WESTFIELD CAPITAL MANAGEMENT CO LP;0001177719;9/30/2025;1214106;6,507,165;;67066G104
NATIXIS;0001274981;9/30/2025;1213406;6,503,413;;67066G104
PINEBRIDGE INVESTMENTS, L.P.;0001531721;9/30/2025;1202531;6,445,126;;67066G104
MENORA MIVTACHIM HOLDINGS LTD.;0001351917;9/30/2025;1201758;6,440,985;;67066G104
ROYAL BANK OF CANADA;0001000275;9/30/2025;1196220;6,411,300;call;67066G104
Sustainable Growth Advisers, LP;0001290668;9/30/2025;1196090;6,410,603;;67066G104
CIBC Asset Management Inc;0001021926;9/30/2025;1192457;6,392,530;;67066G104
Mirova US LLC;0001802900;9/30/2025;1187064;6,362,230;;67066G104
Squarepoint Ops LLC;0001642575;9/30/2025;1182823;6,339,500;call;67066G104
NISA INVESTMENT ADVISORS, LLC;0000937615;9/30/2025;1182014;6,334,821;;67066G104
POLEN CAPITAL MANAGEMENT LLC;0001034524;9/30/2025;1174900;6,297,034;;67066G104
Czech National Bank;0001908923;9/30/2025;1156273;6,197,202;;67066G104
TCW GROUP INC;0000850401;9/30/2025;1151657;6,172,461;;67066G104
Clear Street Group Inc.;0001881567;9/30/2025;1121345;6,010,000;put;67066G104
CAPTRUST FINANCIAL ADVISORS;0001512024;9/30/2025;1119697;6,001,163;;67066G104
Hudson Bay Capital Management LP;0001393825;9/30/2025;1111635;5,957,955;;67066G104
XPONANCE, INC.;0001637541;9/30/2025;1108002;5,938,487;;67066G104
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS;0001083190;9/30/2025;1093233;5,859,331;;67066G104
MERCER GLOBAL ADVISORS INC /ADV;0000853758;9/30/2025;1039027;5,856,339;;67066G104
Weiss Asset Management LP;0001357550;9/30/2025;1091230;5,848,593;;67066G104
D. E. Shaw & Co., Inc.;0001009207;9/30/2025;1087369;5,827,900;put;67066G104
NISSAY ASSET MANAGEMENT CORP /JAPAN;0000869589;9/30/2025;1084420;5,812,095;;67066G104
Zurich Insurance Group Ltd/FI;0001127799;9/30/2025;1082512;5,801,868;;67066G104
ASSETMARK, INC;0001344551;9/30/2025;1071880;5,744,882;;67066G104
DSM CAPITAL PARTNERS LLC;0001214639;9/30/2025;1063031;5,697,455;;67066G104
BLAIR WILLIAM & CO/IL;0000902367;9/30/2025;1053265;5,645,112;;67066G104
Rathbones Group PLC;0001351991;9/30/2025;1051433;5,635,294;;67066G104
RENAISSANCE TECHNOLOGIES LLC;0001037389;9/30/2025;1050193;5,628,605;;67066G104
MAIRS & POWER INC;0001070134;9/30/2025;1040448;5,576,420;;67066G104
Cambridge Investment Research Advisors, Inc.;0001419186;9/30/2025;1032454;5,533,571;;67066G104
Capitolis Liquid Global Markets LLC;0001960050;9/30/2025;1032435;5,533,475;;67066G104
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO;0001141802;9/30/2025;1029317;5,516,759;;67066G104
NEOS Investment Management LLC;0002001019;9/30/2025;1026158;5,499,833;;67066G104
KEYBANK NATIONAL ASSOCIATION/OH;0001089877;9/30/2025;1011909;5,423,460;;67066G104
GATEWAY INVESTMENT ADVISERS LLC;0001114618;9/30/2025;1009867;5,412,518;;67066G104
Parallax Volatility Advisers, L.P.;0001521001;9/30/2025;1009024;5,408,000;put;67066G104
CIBC WORLD MARKET INC.;0001421224;9/30/2025;1000272;5,361,093;;67066G104
Focus Partners Wealth;0001542153;9/30/2025;998113;5,347,859;;67066G104
VIRGINIA RETIREMENT SYSTEMS ET Al;0001005354;9/30/2025;991185;5,312,390;;67066G104
AMALGAMATED BANK;0000919192;9/30/2025;988417;5,297,553;;67066G104
AGF MANAGEMENT LTD;0001003518;9/30/2025;985189;5,280,251;;67066G104
Rokos Capital Management LLP;0001666335;9/30/2025;981423;5,260,492;;67066G104
ABN AMRO Bank N.V.;0001561082;9/30/2025;969927;5,225,498;;67066G104
Lido Advisors, LLC;0001650150;9/30/2025;973080;5,215,092;;67066G104
Vontobel Holding Ltd.;0001588340;9/30/2025;969668;5,197,068;;67066G104
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp;0001228242;9/30/2025;942818;5,053,157;;67066G104
Squarepoint Ops LLC;0001642575;9/30/2025;935829;5,015,702;;67066G104
ALKEON CAPITAL MANAGEMENT LLC;0001230239;9/30/2025;932900;5,000,000;call;67066G104
Tredje AP-fonden;0001650290;9/30/2025;918298;4,921,743;;67066G104
Balyasny Asset Management L.P.;0001218710;9/30/2025;905713;4,854,288;;67066G104
COMMERCE BANK;0001009076;9/30/2025;897458;4,810,046;;67066G104
BI Asset Management Fondsmaeglerselskab A/S;0001778131;9/30/2025;886699;4,806,121;;67066G104
IFM Investors Pty Ltd;0001698246;9/30/2025;853137;4,787,798;;67066G104
Baird Financial Group, Inc.;0001648711;9/30/2025;873578;4,682,059;;67066G104
WELLS FARGO & COMPANY/MN;0000072971;9/30/2025;858622;4,601,900;put;67066G104
WCM INVESTMENT MANAGEMENT, LLC;0001061186;9/30/2025;835636;4,595,194;;67066G104
AMF Tjanstepension AB;0001553562;9/30/2025;852487;4,569,019;;67066G104
Sarasin & Partners LLP;0001510481;9/30/2025;828575;4,556,370;;67066G104
OMERS ADMINISTRATION Corp;0001053321;9/30/2025;846235;4,535,512;;67066G104
Janney Montgomery Scott LLC;0001329948;9/30/2025;839698;4,500,474;;67066G104
ROYAL BANK OF CANADA;0001000275;9/30/2025;832725;4,463,100;put;67066G104
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND;0001540880;9/30/2025;823088;4,411,449;;67066G104
IEQ CAPITAL, LLC;0001779789;9/30/2025;808337;4,332,392;;67066G104
Elliott Investment Management L.P.;0001791786;9/30/2025;807891;4,330,000;put;67066G104
Rokos Capital Management LLP;0001666335;9/30/2025;805549;4,317,796;call;67066G104
Mn Services Vermogensbeheer B.V.;0001666940;9/30/2025;802272;4,299,880;;67066G104
Qube Research & Technologies Ltd;0001729829;9/30/2025;801510;4,295,800;put;67066G104
Wealthfront Advisers LLC;0001763921;9/30/2025;788831;4,227,845;;67066G104
MONTRUSCO BOLTON INVESTMENTS INC.;0001475940;9/30/2025;765104;4,200,029;;67066G104
Sumitomo Mitsui DS Asset Management Company, Ltd;0001411530;9/30/2025;772021;4,137,748;;67066G104
Nearwater Capital Markets, Ltd;0001915842;9/30/2025;770612;4,130,200;;67066G104
Connor, Clark & Lunn Investment Management Ltd.;0001596800;9/30/2025;766983;4,110,749;;67066G104
COMERICA BANK;0000901541;9/30/2025;759750;4,071,982;;67066G104
INTECH INVESTMENT MANAGEMENT LLC;0001086318;9/30/2025;752950;4,035,535;;67066G104
HUNTINGTON NATIONAL BANK;0000049205;9/30/2025;746290;3,999,843;;67066G104
Varma Mutual Pension Insurance Co;0001698484;9/30/2025;740566;3,969,166;;67066G104
Tidal Investments LLC;0001600064;9/30/2025;726366;3,893,055;;67066G104
Alphinity Investment Management Pty Ltd;0001731012;9/30/2025;724496;3,883,033;;67066G104
Utah Retirement Systems;0001548392;9/30/2025;721613;3,867,582;;67066G104
Compagnie Lombard Odier SCmA;0001615423;9/30/2025;710573;3,808,410;;67066G104
USS Investment Management Ltd;0001587381;9/30/2025;709032;3,800,256;;67066G104
Police & Firemen's Retirement System of New Jersey;0002040686;9/30/2025;704160;3,774,039;;67066G104
Mediolanum International Funds Ltd;0002022028;9/30/2025;682792;3,754,703;;67066G104
Employees Retirement System of Texas;0001398739;9/30/2025;695103;3,725,494;;67066G104
JONES FINANCIAL COMPANIES LLLP;0000815917;9/30/2025;658216;3,693,905;;67066G104
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY;0000714142;9/30/2025;688605;3,690,665;;67066G104
MML INVESTORS SERVICES, LLC;0000701059;9/30/2025;686274;3,678,178;;67066G104
CANTOR FITZGERALD, L. P.;0001024896;9/30/2025;671688;3,600,000;put;67066G104
B. Metzler seel. Sohn & Co. AG;0001847838;9/30/2025;667135;3,575,608;;67066G104
Vanguard Personalized Indexing Management, LLC;0001767306;9/30/2025;664567;3,560,233;;67066G104
Achmea Investment Management B.V.;0001697765;9/30/2025;662248;3,549,405;;67066G104
NOMURA HOLDINGS INC;0001163653;9/30/2025;660679;3,541,000;put;67066G104
O'SHAUGHNESSY ASSET MANAGEMENT, LLC;0001423442;9/30/2025;660395;3,539,477;;67066G104
CANTOR FITZGERALD, L. P.;0001024896;9/30/2025;651718;3,492,970;;67066G104
Yarbrough Capital, LLC;0001767686;9/30/2025;647537;3,470,565;;67066G104
WELCH & FORBES LLC;0000105495;9/30/2025;645967;3,462,148;;67066G104
Carmignac Gestion;0001569758;9/30/2025;643261;3,448,254;;67066G104
Federation des caisses Desjardins du Quebec;0002022297;9/30/2025;637713;3,417,943;;67066G104
D. E. Shaw & Co., Inc.;0001009207;9/30/2025;635976;3,408,600;call;67066G104
Rokos Capital Management LLP;0001666335;9/30/2025;634321;3,400,000;put;67066G104
GUGGENHEIM CAPITAL LLC;0001283072;9/30/2025;633010;3,392,701;;67066G104
HRT FINANCIAL LP;0001475597;9/30/2025;627268;3,361,930;;67066G104
WHITTIER TRUST CO;0001137881;9/30/2025;628216;3,348,344;;67066G104
M&T Bank Corp;0000036270;9/30/2025;621683;3,331,994;;67066G104
NEW YORK LIFE INVESTMENT MANAGEMENT LLC;0001133639;9/30/2025;620077;3,323,388;;67066G104
Aware Super Pty Ltd as trustee of Aware Super;0002012816;9/30/2025;618462;3,314,732;;67066G104
CWM, LLC;0001535847;9/30/2025;614146;3,291,598;;67066G104
Qube Research & Technologies Ltd;0001729829;9/30/2025;613476;3,288,007;;67066G104
BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;0000842180;9/30/2025;610348;3,273,384;;67066G104
NewEdge Advisors, LLC;0001633516;9/30/2025;586164;3,266,905;;67066G104
AEGON ASSET MANAGEMENT UK Plc;0001539994;9/30/2025;606526;3,250,935;;67066G104
SCOTIA CAPITAL INC.;0001335644;9/30/2025;604074;3,237,585;;67066G104
Woodline Partners LP;0001784547;9/30/2025;603266;3,233,286;;67066G104
Glenview Trust Co;0001691827;9/30/2025;603075;3,232,261;;67066G104
SRS Investment Management, LLC;0001503174;9/30/2025;597733;3,203,631;;67066G104
Whale Rock Capital Management LLC;0001387322;9/30/2025;594546;3,186,551;;67066G104
CAPSTONE INVESTMENT ADVISORS, LLC;0001426196;9/30/2025;594462;3,186,100;call;67066G104
Impax Asset Management Group plc;0001749768;9/30/2025;593315;3,179,954;;67066G104
OFI INVEST ASSET MANAGEMENT;0001977602;9/30/2025;504412;3,176,669;;67066G104
Pathstone Holdings, LLC;0002011612;9/30/2025;589964;3,162,352;;67066G104
TORONTO DOMINION BANK;0000947263;9/30/2025;589872;3,161,500;put;67066G104
QRG CAPITAL MANAGEMENT, INC.;0001996454;9/30/2025;587025;3,146,242;;67066G104
ASR Vermogensbeheer N.V.;0001916757;9/30/2025;581100;3,114,500;;67066G104
Steward Partners Investment Advisory, LLC;0001723397;9/30/2025;580848;3,113,135;;67066G104
CREDIT AGRICOLE S A;0001191672;9/30/2025;576532;3,090,000;put;67066G104
Banco Santander, S.A.;0000891478;9/30/2025;570036;3,055,183;;67066G104
Pacer Advisors, Inc.;0001616667;9/30/2025;569609;3,052,897;;67066G104
Raiffeisen Bank International AG;0002044885;9/30/2025;549018;3,018,966;;67066G104
LBP AM SA;0001970075;9/30/2025;558354;2,992,572;;67066G104
BAMCO INC /NY/;0001017918;9/30/2025;556997;2,985,302;;67066G104
Centiva Capital, LP;0001692507;9/30/2025;555094;2,975,100;put;67066G104
State of Alaska, Department of Revenue;0001370102;9/30/2025;553009;2,963,928;;67066G104
OSSIAM;0001767471;9/30/2025;552575;2,961,603;;67066G104
TORONTO DOMINION BANK;0000947263;9/30/2025;552480;2,961,093;;67066G104
FACTORY MUTUAL INSURANCE CO;0000887818;9/30/2025;548330;2,938,848;;67066G104
Verition Fund Management LLC;0001454027;9/30/2025;545709;2,924,800;put;67066G104
Verition Fund Management LLC;0001454027;9/30/2025;544055;2,915,936;;67066G104
Empower Advisory Group, LLC;0001978885;9/30/2025;543718;2,914,133;;67066G104
Value Aligned Research Advisors, LLC;0001963565;9/30/2025;543544;2,913,200;call;67066G104
ZACKS INVESTMENT MANAGEMENT;0001086483;9/30/2025;540628;2,897,567;;67066G104
Gotham Asset Management, LLC;0001510387;9/30/2025;534198;2,863,109;;67066G104
Groupe la Francaise;0002056088;9/30/2025;524594;2,861,405;;67066G104
Third Point LLC;0001040273;9/30/2025;531753;2,850,000;;67066G104
Balyasny Asset Management L.P.;0001218710;9/30/2025;527293;2,826,100;put;67066G104
Kestra Advisory Services, LLC;0001830819;9/30/2025;525239;2,815,090;;67066G104
Banque Transatlantique SA;0002056095;9/30/2025;522220;2,804,379;;67066G104
AE Wealth Management LLC;0001697723;9/30/2025;521875;2,797,056;;67066G104
OREGON PUBLIC EMPLOYEES RETIREMENT FUND;0001107314;9/30/2025;520375;2,789,023;;67066G104
Erste Asset Management GmbH;0002024532;9/30/2025;506565;2,787,973;;67066G104
ZEVENBERGEN CAPITAL INVESTMENTS LLC;0001276918;9/30/2025;519774;2,785,801;;67066G104
Ilmarinen Mutual Pension Insurance Co;0001661580;9/30/2025;513122;2,750,147;;67066G104
iA Global Asset Management Inc.;0001969566;9/30/2025;511025;2,738,903;;67066G104
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC;0000922127;9/30/2025;510898;2,738,225;;67066G104
YOUSIF CAPITAL MANAGEMENT, LLC;0001858789;9/30/2025;507975;2,722,559;;67066G104
CloudAlpha Capital Management Limited/Hong Kong;0001745907;9/30/2025;505631;2,710,000;call;67066G104
GILDER GAGNON HOWE & CO LLC;0000902464;9/30/2025;504350;2,703,132;;67066G104
HSBC HOLDINGS PLC;0000873630;9/30/2025;500725;2,690,000;put;67066G104
Danica Pension, Livsforsikringsaktieselskab;0002096095;9/30/2025;498641;2,672,535;;67066G104
CONGRESS ASSET MANAGEMENT CO;0000897378;9/30/2025;491822;2,635,985;;67066G104
JUPITER ASSET MANAGEMENT LTD;0001215838;9/30/2025;489987;2,626,154;;67066G104
SBI Securities Co., Ltd.;0001851815;9/30/2025;489836;2,625,342;;67066G104
Jericho Capital Asset Management L.P.;0001525234;9/30/2025;488655;2,619,012;;67066G104
Elo Mutual Pension Insurance Co;0001739877;9/30/2025;477350;2,558,420;;67066G104
VOLORIDGE INVESTMENT MANAGEMENT, LLC;0001556921;9/30/2025;477029;2,556,703;;67066G104
Allianz Asset Management GmbH;0001535323;9/30/2025;473353;2,537,000;put;67066G104
WINDACRE PARTNERSHIP LLC;0001599383;9/30/2025;471879;2,529,100;;67066G104
Bridgewater Associates, LP;0001350694;9/30/2025;468269;2,509,751;;67066G104
PRUDENTIAL PLC;0000898419;9/30/2025;465575;2,495,312;;67066G104
Walleye Capital LLC;0001758720;9/30/2025;463809;2,485,847;;67066G104
GF FUND MANAGEMENT CO. LTD.;0002057060;9/30/2025;462600;2,479,366;;67066G104
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/;0001009016;9/30/2025;461492;2,473,428;;67066G104
REGIONS FINANCIAL CORP;0001281761;9/30/2025;461304;2,472,420;;67066G104
REGIONS FINANCIAL CORP;0001281761;9/30/2025;461304;2,472,420;;67066G104
LGT Group Foundation;0001911278;9/30/2025;462166;2,468,311;;67066G104
Kovitz Investment Group Partners, LLC;0001665198;9/30/2025;459132;2,460,746;;67066G104
Sequoia Financial Advisors, LLC;0001599900;9/30/2025;458059;2,455,031;;67066G104
Qube Research & Technologies Ltd;0001729829;9/30/2025;457662;2,452,900;call;67066G104
Investment Management Corp of Ontario;0001811568;9/30/2025;457329;2,451,116;;67066G104
ATALANTA SOSNOFF CAPITAL, LLC;0000700529;9/30/2025;455800;2,442,924;;67066G104
GROUPAMA ASSET MANAGMENT;0001055969;9/30/2025;451286;2,418,729;;67066G104
Parallax Volatility Advisers, L.P.;0001521001;9/30/2025;444526;2,382,500;call;67066G104
MUFG Securities EMEA plc;0001597694;9/30/2025;444439;2,382,033;;67066G104
Alyeska Investment Group, L.P.;0001453072;9/30/2025;444361;2,381,616;;67066G104
Greenwoods Asset Management Hong Kong Ltd.;0001848138;9/30/2025;443828;2,378,757;;67066G104
Golden Unicorn (BVI) Ltd;0002078724;9/30/2025;440440;2,360,600;;67066G104
Avanza Fonder AB;0002035325;9/30/2025;439993;2,358,202;;67066G104
Bank Pictet & Cie (Europe) AG;0001123274;9/30/2025;437945;2,347,224;;67066G104
Trivest Advisors Ltd;0001555623;9/30/2025;436664;2,340,360;;67066G104
Evercore Wealth Management, LLC;0001482689;9/30/2025;436323;2,338,533;;67066G104
Border to Coast Pensions Partnership Ltd;0001876496;9/30/2025;429154;2,300,106;;67066G104
Ethic Inc.;0001780570;9/30/2025;427302;2,290,183;;67066G104
SCGE MANAGEMENT, L.P.;0001537530;9/30/2025;425588;2,281,000;;67066G104
SATURNA CAPITAL CORP;0001316617;9/30/2025;417323;2,236,700;;67066G104
Aristotle Atlantic Partners, LLC;0001697267;9/30/2025;416180;2,230,573;;67066G104
TORONTO DOMINION BANK;0000947263;9/30/2025;415700;2,228,000;call;67066G104
PROFUND ADVISORS LLC;0001129919;9/30/2025;406417;2,178,249;;67066G104
DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main;0001694217;9/30/2025;405260;2,174,800;put;67066G104
